"pry1Cons","prdCtch","timeStep","repNb","resource1amountMean","resource1amountICinf","resource1amountICsup","resource2amountMean","resource2amountICinf","resource2amountICsup","prey1PopulationSizeMean","prey1PopulationSizeICinf","prey1PopulationSizeICsup","prey2PopulationSizeMean","prey2PopulationSizeICinf","prey2PopulationSizeICsup","prey1catchesMean","prey1catchesICinf","prey1catchesICsup","prey2catchesMean","prey2catchesICinf","prey2catchesICsup","predator1PopulationSizeMean","predator1PopulationSizeICinf","predator1PopulationSizeICsup","prey1growthRateMean","prey1growthRateICinf","prey1growthRateICsup","prey2growthRateMean","prey2growthRateICinf","prey2growthRateICsup","predatorGrowthRateMean","predatorGrowthRateICinf","predatorGrowthRateICsup"
"20","0.25",350,10,22710.5,21798.9,23580.3,22557,21943.7,23133.4,104,91.1,117.1,104.4,96.5,111.9,0.7,0.2,1.4,1.5,0.7,2.4,26.3,22.2,30.8,11.7648680303928,7.66254826254826,15.7536878557497,8.42348043896037,4.26935490807012,12.9027787846535,-29.327704822212,-37.2579498399124,-21.1924633195286
"20","0.25",360,10,21571.3,20495.6,22476.6,21702.6,20958.3,22466.8,119.3,109,130.6,117.4,107.4,127.1,0.9,0.3,1.7,0.9,0.4,1.4,20,17.5,22.3,15.7945546723462,11.093335160151,20.2441125442754,12.3490379308396,9.63241106719368,14.9859826127801,-21.8083498194512,-29.7182987453642,-13.3415740438052
"20","0.25",370,10,20387.3,19465.8,21182.8,20341.1,19484.7,21174.3,133.4,123.2,145.2,139.9,127.6,151.1,0.6,0.2,1,0.7,0.3,1.1,16.3,13.1,19.3,12.1666423078739,9.60574467207829,14.7413432285855,19.1564348470085,16.689142595368,21.7918108672237,-19.8792488340543,-27.888091440723,-10.2129706677762
"20","0.25",380,10,19146.2,18172.8,19995.7,18450.9,17543.3,19446.2,152.3,143.2,163.7,159.8,147.4,171.7,1,0.5,1.5,0.9,0.4,1.5,14.4,11.6,17.3,14.5073315301396,11.7190211235497,16.8524304719314,14.4931602167548,11.8430893976623,17.0800143614333,-11.5439628482972,-19.3106295149639,-3.44396284829722
"20","0.25",390,10,17538.3,16690.1,18378.2,17009.7,16133.6,18047.8,178.3,166.6,191.4,183.6,169.5,195.3,0.4,0,0.9,0.4,0,1,13.6,10.4,16.5,17.1251189363754,13.827754203054,19.6205183529662,15.1128011040792,13.1891983910029,17.3229347204628,-3.77223919870979,-20.4352983617689,11.4715219421102
"20","0.25",400,10,15601.6,14669,16387.7,15271.2,14447.4,16100.1,206.9,195.1,218.7,209.2,196.9,221.8,0.4,0.1,0.7,0.2,0,0.5,14.1,10.1,17.5,16.3443997681314,13.6487611386616,18.8419983552201,14.2630216916817,12.1384899179836,16.5502819811761,2.94646529940648,-10.1855007737361,13.7254901960785
"20","0.25",410,10,13667.4,12898.3,14424,13542.9,12791.9,14314.9,227.4,218.7,236.8,231.4,219.9,242.2,0.7,0.3,1.1,0.8,0.4,1.3,15.4,10.9,20,10.2909896733856,6.74025147117296,13.5947712234279,10.8662171785175,8.53481482411805,13.2076245151603,4.28696071730128,-8.34428316781258,15.2164502164502
"20","0.25",420,10,12330.9,11723.9,12920.2,12157.4,11577.5,12766.7,252.5,243.9,261.4,252.6,244.4,261.3,1.1,0.5,1.9,0.6,0.2,1.1,18,11.9,24.1,11.1418754498537,9.08229138028867,13.2209915286798,9.43946559515641,6.6158648613585,12.2766127529302,10.3223244147157,-3.7555741360089,22.099358974359
"20","0.25",430,10,10933.1,10378.4,11459.9,10909.6,10496.1,11290.6,271.3,262.3,279.8,266.4,259.1,273.5,0.7,0.2,1.2,0.7,0.2,1.4,22.9,15.3,30.5,7.53946372527942,4.79243791437013,10.47904412891,5.5876641239846,3.00668655833196,8.28859461581513,34.6467027640402,21.1207970907661,52.4160427807487
"20","0.25",440,10,10011.1,9438.6,10645.2,10399.3,9870.6,10889.3,280,269,292.2,271.4,257.8,284.8,0.9,0.2,1.7,1,0.2,1.9,29.5,19.3,39.3,3.24590186496033,0.185820474826764,6.2579360267672,1.80704183767875,-1.47356586385918,5.1986280628829,34.2343544137022,23.0237154150198,43.4565217391305
"20","0.25",450,10,9795.6,9078.8,10445,10194.8,9340,10975.6,277.3,263.8,290.3,279.7,266.3,293.8,1,0.5,1.5,1.4,0.6,2.2,35.8,24.5,49,-0.985398950756921,-3.19305718856753,1.14377900569692,3.16179205897009,0.510345848230681,6.09255980071344,21.7726791191752,15.633255324579,27.7874357751999
"20","0.25",460,10,9990.8,9113.6,10805.1,9978.1,9053.2,11005.4,278.9,261.7,296.6,274,253.5,294.3,1.8,0.8,2.9,1.9,1.1,2.9,43.1,29.5,58,0.456034517545555,-2.14417646027432,3.00216413185017,-2.35169850501881,-6.12207050234206,0.337506860255654,24.8699430406686,18.1491059394933,31.4610118708992
"20","0.25",470,10,10289.8,9169.9,11434.4,10510.1,9219,11941.5,266.8,244.5,288.1,268,241.7,292.5,1.8,0.9,2.6,2.4,1.7,3.1,52.1,37.9,68.4,-4.53983380431675,-7.68132204034693,-1.26605288624803,-2.55115622530631,-5.20765322781393,0.136756039759534,24.2744265441833,18.8790557472296,29.1831612638327
"20","0.25",480,10,11038.9,9727.1,12430.5,10791.5,9119.8,12491.1,257,230.4,280,256.7,226.7,286,3,1.9,4.2,1.8,0.9,2.7,60.5,44.1,77.8,-4.03628778701596,-6.81697080864579,-1.88522488342731,-4.70589954114786,-7.74493343887602,-1.7855045608478,17.6805632186331,12.4477631760401,22.9756097289231
"20","0.25",490,10,11511.7,10039.8,13311.8,11862.4,9868.4,13824.4,242,213.7,268.1,240.1,206.7,272.4,3.5,2.5,4.5,3.4,2,4.9,70.1,53.6,84.9,-6.29160900861505,-8.70448698212127,-3.58478293501636,-7.00097784567958,-9.91310096438712,-4.52434016300701,20.7506863861468,12.2449969130442,28.6759812555205
"20","0.25",500,10,12679.7,10983.4,14629.4,12911.4,10747.5,15012.6,224.2,192.7,257.1,219.5,181.8,252.2,2.5,1.5,3.6,3.7,2.2,5.2,80.3,63.2,95.9,-8.02565599551101,-11.0061444026104,-4.36233484234755,-9.39490607677596,-12.7399732724835,-6.54111076697594,17.4565265895477,11.2887106185826,23.1162601453209
"20","0.25",510,10,13926.3,11701.3,16171.5,14292.2,12104.5,16757.6,203.5,169.5,240.5,199.1,165.5,238.3,3.2,2.3,3.9,3.6,2.5,4.6,87.2,73.2,100.3,-10.0950925018189,-14.2198147470351,-6.16242677838118,-10.164096909159,-14.6730187711119,-5.5602627058043,12.5205586948015,2.66717208402499,21.0110065494836
"20","0.25",520,10,15433.9,12872.1,17911.2,15724.4,13089.1,18277.1,179.9,143.8,216.3,181.6,141,220.1,4.6,3.5,5.7,2.6,1.8,3.4,89.7,77.5,101.2,-12.1528566843185,-15.6500112144442,-8.78587498353442,-9.8673398860568,-13.0142322508155,-7.17608681014894,6.16171780023381,-4.16344765020776,17.4837290084176
"20","0.25",530,10,17072.6,14481.7,19420.9,17116.6,14253,19574.7,160,129.4,193.1,156.1,123.2,190.7,4.3,2.7,5.9,3.7,2.7,4.7,90.7,78.1,100.8,-11.1438899782295,-14.3010545639655,-7.37034955375318,-13.9916598879289,-17.5105497814316,-9.76822385036629,2.18318928707175,-9.10197329552167,13.7156068535379
"20","0.25",540,10,18340,15775.3,20400.4,18588.9,16051.8,20723.9,145.8,118.1,178.9,140.2,110.7,170.1,2.4,1.6,3.5,3.8,2.5,5.1,83.3,68.1,95,-8.32821605994606,-12.7943105574363,-1.90220223404539,-9.33881197466492,-15.8277110470868,-1.23806805997258,-8.37279090341221,-20.2115751381087,4.57672852253514
"20","0.25",550,10,19424.5,17256.2,21236,19783,17346.8,22087.9,132.9,110.2,156,126.1,100.9,152.9,2.6,1.6,3.5,3.4,2.1,4.8,76.4,57.8,95.2,-7.51671221085372,-12.9845244455884,-1.90469993200409,-9.63510221400615,-14.9545214111458,-2.8768287716665,-11.7891592236539,-24.2373443649284,0.21808923857359
"20","0.25",560,10,20380.2,18581.7,21889.9,20754,18706.3,22693.2,116,100.4,133.3,116.2,98.2,137.3,2.9,1.6,4.2,2.6,1.6,3.9,69.1,45.7,91.3,-10.6575396323075,-18.147792662261,-3.11732789876101,-4.55284698137141,-12.2345297704785,2.41965539153848,-11.9229194374698,-23.8828952142385,0.0250938111093307
"20","0.25",570,10,21332.4,20134,22416.8,21422.6,20033.9,22707.8,115.6,103,131.3,109.1,95,126.4,1.7,1.1,2.4,2.7,1.6,3.8,59.3,38.8,82.3,0.904216763723692,-6.10375269938592,7.35856153699887,-3.6017023013719,-13.2033660127325,5.87437598147262,-14.061077039305,-21.3918901785142,-6.05635846835789
"20","0.25",580,10,21122.8,19711.4,22182.2,21765.2,20347.9,22869.7,114.3,100.6,133.3,108.2,91.3,128.6,1.8,1.2,2.4,1.4,0.4,2.5,47.5,30.3,67.5,-0.714548532392813,-8.07265204271332,6.01455325812409,-1.0765293645806,-7.64731155388871,5.23549848775533,-19.5067781438894,-25.9375787512658,-11.9339567762842
"20","0.25",590,10,21040,19366.9,22278.8,21789.2,20027.3,23142,122.8,101.9,147.1,115.3,96.6,138.9,1.5,0.8,2.2,0.9,0.2,1.7,37.1,22.9,54.1,6.65176259692911,-0.918373244689007,13.4842268906117,6.60201349934087,-2.83876462350248,15.4531066097167,-21.6450163245258,-27.8814546198903,-15.2575750893133
"20","0.25",600,10,20350.3,18303.7,22145.9,21053,19053.2,22801.3,134.4,106.9,162.7,123,96.8,153.8,1.3,0.6,2.1,1.9,0.9,2.9,30.2,20.3,43,8.17924280105535,1.68631065517244,13.938417610912,5.61399229823537,-1.24234923171304,12.0380618979994,-13.8904957842477,-23.9894315137513,-3.76952348351279
"20","0.25",610,10,19431.1,16943,21483.6,20335.7,17998.3,22428.8,144.7,116.2,175.3,134.1,107.1,165.1,0.8,0.3,1.4,0.7,0.3,1.2,24.4,19.1,30.2,7.47195368307137,2.76773142085364,11.9268177613111,9.18765487628511,3.73666175425394,14.6095450257377,-8.80150837283868,-24.454525118516,7.20185438516493
"20","0.25",620,10,18423,16220.9,20827.8,19216.7,16842.9,21562.5,161,129.4,192.7,150.9,122.3,180.9,0.8,0.3,1.4,0.9,0.3,1.5,22.1,17.4,26.7,11.6238019984194,9.29333490707285,14.0233769402269,12.9158122343961,9.85571480903601,15.7178660308375,-6.97964113181505,-19.9761904761905,6.88888888888888
"20","0.25",630,10,17379.8,15138.8,19680.9,18056.4,15756.9,20369,177,146.4,205.1,168.6,138.6,195.7,1,0.5,1.5,0.7,0.2,1.4,21.2,15.8,27.8,11.4056272726789,6.97753226041536,16.5605721283192,13.3412741721657,8.32135926116448,18.7689450417862,-4.53398764977711,-19.2717171717172,12.0600744284955
"20","0.25",640,10,15960.7,13870.8,18245.6,16655.7,14242.4,18772.6,196.2,162.8,223.3,186.5,154.4,217.4,1.2,0.6,1.8,1,0.4,1.7,21.9,15.8,30.1,11.4721802691658,9.02114324328886,13.7266116583921,11.2506738857398,8.72669391278843,13.6286699099791,3.25573221629677,-7.77488216378132,12.9263670685666
"20","0.25",650,10,14796.7,12858.5,16938.2,15496.1,13509,17773,211.5,180.1,238.6,203.7,174,229.6,1,0.5,1.5,0.4,0.1,0.7,24,16.8,33.2,8.92439800735934,4.61819615080726,13.1849096142141,11.1148345358775,5.76330879500045,16.4787049305742,6.42474901675441,-5.28918655747528,15.5576441102757
"20","0.25",660,10,13919.4,12125.1,15891.1,14348.2,12694,16305.1,222.5,193.4,247.6,219.2,189.3,245.3,1.8,0.5,3.3,1.3,0.8,1.7,27.1,18.4,38,6.74850251006207,1.79890400873943,11.4836271433058,8.45020466132419,5.51330466279303,11.6328307360494,14.1698008341399,1.44101195016527,25.3394822841417
"20","0.25",670,10,13102.5,11559.1,14661.7,13322.7,11693.8,15181,235.1,209.7,260.1,229.6,206.7,251.3,1.3,0.9,1.7,1.6,0.8,2.4,30.5,19.2,45.1,6.20297134208195,2.9183909079779,9.83093869024512,5.97574273167579,1.8789231462682,10.4499369176903,11.1955904973878,0.55452413523549,21.245162957951
"20","0.25",680,10,12293.3,10885.5,13812.6,12530.2,11186,13908.1,243.5,219.1,265.6,244,224.3,262.8,2,0.7,3.3,1.2,0.8,1.6,36.1,22.9,53.8,4.25657781243087,-1.58398948522792,8.96581774119172,7.08450326774693,2.23780177590613,11.62410289241,15.5597275810468,7.17888350083163,23.9158998961727
"20","0.25",690,10,11968,10577.4,13399.9,11867.2,10784.3,12904.3,249.6,226.2,271.5,251.8,229.6,272.6,1.3,0.3,2.5,1.8,0.8,2.9,43.7,28,63.1,2.9350489066832,-2.51575985017394,8.47638941399467,3.45703678998579,-1.8330644011673,7.85939303122002,22.4968655763326,17.4410870731271,26.8890116975223
"20","0.25",700,10,11797.6,10396.1,13494.8,11752.5,10566,12952.6,249.1,219,276.3,246.5,219.8,268.8,2.1,1,3.2,2.1,0.9,3.5,50.4,32.8,69.6,-0.807224431201904,-8.59930775600866,5.546546062866,-2.2329865495608,-8.25659951527501,3.38621899270395,19.1895258469001,9.90676089119132,27.3716438701198
"20","0.25",710,10,11909.2,10026.1,14125.5,12051.8,10545.3,13745,240.6,201.3,269.5,244,215.1,269.5,2.4,1.3,3.6,1.6,1,2.2,56,39.3,74.1,-4.55004016571513,-10.4174350802066,0.073327560868205,-1.12804251593977,-4.94314122780282,2.96910720423625,16.2505538926435,7.67676024135355,23.6123537089887
"20","0.25",720,10,12564.7,10707.7,15218,12282.4,10460,14259.4,229.1,188,262.3,233.8,196.6,267.4,2.5,1.4,3.6,2.7,1.9,3.5,64,47.6,79.1,-5.11064347587877,-9.47425214484091,-0.521771152903865,-5.52421948381564,-11.6384964354889,0.182995454157632,18.9710045481914,7.53510552806327,28.3287194076668
"20","0.25",730,10,13571.3,11198.1,16393.2,13087.2,10835.2,15701,214.1,172.9,252.2,218.4,180,250.8,2.8,1.3,4.6,2.6,1.8,3.3,70.4,52.5,86.1,-8.12205188336016,-13.2989579976367,-3.17458162599822,-6.75317725296649,-10.6575372162933,-2.91900002384951,13.5821309481471,2.63641175972933,24.3808095952024
"20","0.25",740,10,14538.4,12053.1,17390.6,14509.3,12110.8,16943.5,202.3,161.7,238.8,197.9,163.1,238.9,1.8,1.2,2.5,3.3,2,4.6,75.7,58.3,94.1,-4.29791066714442,-10.1408412653776,2.40511637658577,-10.1152436344413,-14.1525794679234,-6.38956277204538,9.58108947823561,-0.535824550196956,18.7231568992634
"20","0.25",750,10,15476.5,12816.2,18018.3,15648.7,12883.5,18255.2,187.9,153.1,228.3,183.1,145.7,222.9,2.7,1.9,3.6,2.5,1.7,3.4,78.7,60.3,97,-6.55899353901606,-12.597962997544,-0.830247538895149,-8.10910885322981,-11.4635215215716,-4.72967194956247,6.30432329021768,-6.24921784213819,17.9961391555991
"20","0.25",760,10,16579.5,13742.9,19123.1,16915.1,14141.8,19511.4,170.5,133.5,209.7,168.1,129.3,212.6,2.4,1.2,3.9,3.3,1.8,4.9,80.1,62.2,95.2,-8.9779428890295,-14.7593224588612,-2.70256374732183,-8.38425355800507,-15.1217908208971,-0.864972132956086,3.62507561851536,-8.68176838175621,15.7862752453456
"20","0.25",770,10,17420,14814.7,19961,17853.1,14916.8,20599.5,159.1,125.2,196.4,149.7,114.5,182.8,2.5,1.3,4,3,2.5,3.6,78,60.4,91.7,-6.61638534999016,-12.0906615679385,-0.189150269227655,-11.1584643979849,-15.6964775097887,-5.76352649712722,-3.71279154542886,-14.3196845701573,7.04495530012771
"20","0.25",780,10,18409.5,15822.2,20814,19152.8,16211.2,21524.9,145,114.2,179.3,134.8,101.9,171,2.7,1.6,3.7,3.3,2.6,4.1,72.2,56.1,86.6,-8.63490509091615,-13.4364048087689,-2.63894685666911,-10.2107110272101,-16.0206015609241,-3.58141893737367,-3.65251419967877,-16.0458452728956,8.39246562304359
"20","0.25",790,10,19162.2,16715.8,21234.2,19983.5,17219.7,22450.4,137,111.4,166.6,130.5,102.3,162.8,3.2,2,4.8,2.3,1.4,3.3,63.8,44.8,82.8,-3.45761282875701,-8.90010063759471,1.63822106408499,-1.24409189583598,-7.62163242347828,6.33499545135937,-14.0507950909305,-28.4548236760666,0.9488643006725
"20","0.25",800,10,19819.1,17663.7,21759.9,20118.6,17645.4,22201.5,132.2,109.8,156.9,127,101,156.5,2.5,1.3,3.7,1.9,1,2.8,58.3,36.5,80.7,-1.75238460411217,-9.72722118409833,6.26112622072423,-0.296990362418871,-7.22611949513259,7.66349863028851,-13.5510752470927,-25.2875320168553,-3.24705466174163
"20","0.25",810,10,19885,18090.1,21452.1,20112.2,17882.2,22088.4,132.2,114.2,153.8,130.6,105.5,159.6,2.1,0.9,3.5,2.2,0.9,3.5,49.7,26.9,73.8,2.02777398660023,-4.94800218938151,8.84695666666008,4.71661117330513,-3.310516095989,13.0509434625632,-16.5286095207585,-28.6036905405944,-6.3669262254168
"20","0.25",820,10,19855.4,18291,21045.3,20026.7,17819.4,21636.4,131.1,112.4,153.3,137,114.8,169,2,0.6,3.6,0.9,0.3,1.8,42.6,25.3,62.4,-0.425562483855783,-7.51721168261691,7.06059620448593,5.81869767117366,-0.846521092876839,12.351574873814,-12.0212935206037,-20.6580105051467,-2.09718670076726
"20","0.25",830,10,19886.5,18114.4,21447.2,19325.3,16836.2,21101.2,140.9,115.7,172.1,145.4,122.9,175.7,1.6,0.7,2.6,1.4,0.5,2.3,35,19.5,53.1,6.93099020573232,-1.03127756633435,14.4765304607986,7.41515194779351,0.360183116420112,14.5303307232105,-18.2306467659413,-25.7273764486879,-8.17647761842677
"20","0.25",840,10,18800,16269.5,20793,18654.7,16384.6,20338.5,149.8,118.4,183.9,154.2,125.2,191.5,1.5,0.7,2.4,1.6,0.6,2.8,32.1,18.7,47,5.48163961947139,-0.801594325698398,11.2678688021671,5.70032431817078,-2.80880219001858,12.9031891127482,-3.17098035230801,-15.5257756119769,7.69904788227131
"20","0.25",850,10,18383.6,16046.8,20590.2,17849.6,15498.3,19892.7,162.8,128.2,197.9,167.8,138.3,198.2,0.9,0.3,1.6,1.4,0.6,2.4,28.6,19.3,39,8.43823266214809,3.15254801136429,13.7042516162476,9.58162105720222,5.07606117652818,13.4181031180522,0.029012905911271,-13.4736522253101,12.6307189542484
"20","0.25",860,10,17160.8,14467.8,19851.4,16792.7,14496.1,18892.5,180.1,141,223.4,179.3,144.7,211,1.5,1,2,0.8,0.4,1.3,26.4,20.2,33.2,10.5071524050904,6.97523898062043,13.2704723220674,6.53980828382781,2.00680467386929,10.2049658335817,1.82279949114877,-9.89995553237997,14.5655768390841
"20","0.25",870,10,16053.3,13342.7,18678.6,16135.7,13875.6,18332.2,192.9,155.6,229.6,194,161.7,225.7,1.4,0.7,2.3,1.4,0.8,2,25.2,20.4,31,8.23475967488742,4.06547295823949,12.01135428558,9.14985755952048,5.69721545253756,11.8235277411196,0.940188635840814,-12.5323211410168,14.0020703933748
"20","0.25",880,10,15154.8,12482,17854.3,15051.9,12636.1,17597.1,204.3,166.2,239.4,210.2,178.7,238.8,1.3,1,1.6,1.5,0.8,2.3,26.8,21.9,34.3,7.15610358775185,3.93263872308666,10.1083025133288,9.17343446976015,5.82316835008898,12.3827694140194,8.85959743878852,-4.3292701372274,21.7253836317136
"20","0.25",890,10,14405.4,11973.8,17002.5,13998.5,12075.1,16022.9,217.9,184.7,250.5,221.2,191.3,252.4,0.6,0.1,1.3,1.4,0.5,2.4,28.8,21.5,41.2,7.92552637903869,4.54006583118684,11.12247276928,6.40445785351407,1.6089851241158,10.4389777545365,3.97931154302969,-6.01161995898838,13.4097237095738
"20","0.25",900,10,13377.1,11344.4,15523.1,13227.6,11389.6,15107.3,223.8,195.7,253.7,236.1,207.7,259.8,1.7,0.8,2.8,0.6,0,1.4,32.5,22.3,47.7,4.23226140830032,-1.75844962510214,9.02586607765635,7.93384221747073,3.23639127450513,12.3370461544401,9.40413132905392,-1.87457205104263,20.2183824946983
"20","0.25",910,10,13154.6,11570.9,14881.9,12383.8,10954,13964,236.5,210,262.3,240.3,217.4,260.7,0.8,0.1,1.8,1.1,0.5,1.7,36,25,51.6,6.92070539506442,1.34319274418824,12.4319432709836,2.84733491601593,-3.01717396921056,8.79155899643565,12.1839534115396,3.34027534027535,22.9985426537151
"20","0.25",920,10,12391.8,10890.1,13942,12122.3,10811.8,13521.6,240.1,216.8,261.8,241.3,220.3,258.3,2.2,1.3,3.3,1.4,0.7,2.2,42.4,29.7,58.5,2.1199316696796,-3.22115182603344,6.70562499376237,0.696093095280472,-4.07745785110178,4.79024396474951,20.0504986679193,10.2195357231765,29.0248451089314
"20","0.25",930,10,12210.4,10820.5,13777.1,12185.3,11034.2,13657.2,241.4,216.4,261,242.4,216.3,260.4,2.3,1.3,3.5,2.3,1.5,3.1,52.4,36.8,70.6,0.597769880982229,-4.89643648442336,6.01115550627286,0.296221644880126,-4.74447322720572,4.51211094734288,24.3859845432442,16.8858171708036,32.9181818181818
"20","0.25",940,10,12466.3,11120.9,14570.6,12268.8,10887.7,14220.2,233.9,205.5,256.6,238.1,207.9,259.7,2.8,2,3.6,2,0.9,3,60.8,44.8,78.3,-3.62529119403299,-7.89890252372862,0.555796855276581,-2.280824647925,-7.54282241205706,2.53225691748969,19.1860806087866,11.7205543498647,26.4574563367667
"20","0.25",950,10,12964.5,11396.9,15157.9,12709.9,11151.9,15033.2,225.7,192.1,253.8,225.9,188.9,251.7,2.3,1.2,3.5,2.5,1.2,4.1,68.8,53.6,84,-4.21416302823902,-8.90424803519557,0.257790575105602,-6.17165376498225,-12.1217686316163,-0.856571162588674,17.8461794763565,7.18832951334445,24.9227590367144
"20","0.25",960,10,13705.2,11709.2,16046.3,13535.9,11617.6,16126.9,211.2,175.7,242.2,214.8,179.7,241.5,2.5,1.7,3.3,3.2,1.8,4.6,74.6,57.1,90.4,-6.63563630484441,-11.356111153522,-3.08065407174519,-5.39302703786991,-8.26648543121292,-2.23483669261736,10.6393485576178,-0.66055377879567,18.6166432184824
"20","0.25",970,10,14521.5,12359.1,16723.4,14439.6,12202.3,16897.7,196.6,164.7,225.9,195.9,157.7,228.1,3.5,2,5.1,2.9,2.1,3.9,81.3,63.5,98.3,-6.68619615066584,-10.1984392868735,-2.74745801691496,-9.70728180069103,-13.752491041183,-5.81616660901155,10.5524679254057,2.08363326704449,18.4227569501065
"20","0.25",980,10,15735.5,13381,18262,16032.3,13589.9,19022.4,181.7,146.4,215.5,178.7,141.8,214.3,3.5,2.1,5.1,3.8,2.8,4.9,87,69.7,103.1,-8.16252024465608,-14.0801701675218,-2.27470811679989,-8.46351069064635,-15.7513742022909,-0.959105375546835,8.63147876485133,-3.769965464774,20.1734085976077
"20","0.25",990,10,16953.5,14419.6,19311.8,17161.7,14510.2,19630.2,159.7,127.7,192.4,159.2,122.9,194.4,3.5,2,5,3.3,2.2,4.5,87.3,69.9,100.4,-11.9434625332786,-16.7318347744283,-7.0171920216678,-10.6815798360335,-17.0506912442396,-3.22137485659842,1.40536808630871,-6.04449341674249,8.65241402071327
"20","0.25",1000,10,18441.3,16074.7,20701.5,18597.7,16030.7,20965.4,144,113.3,177.2,142.6,109.4,179.7,3,1.7,4.5,3.7,2.5,4.8,85,66,99,-10.131209121166,-16.936800390546,-2.3414672199704,-9.88051065091073,-16.5854038413227,-2.53751354780085,-4.35323002134632,-15.7611417287336,6.3647175462524
"20","0.5",0,10,31250,31250,31250,31250,31250,31250,250,250,250,250,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20","0.5",10,10,10461.8,10296.2,10629.8,10654.2,10501.9,10789,200.7,196.7,205.2,196.1,192.4,199.7,0,0,0,0,0,0,0,0,0,-19.72,-21.44,-17.96,-21.56,-23.16,-20.04,0,0,0
"20","0.5",20,10,13709.1,13388.7,14013,13976.1,13696.5,14299.2,210.2,205.4,214.8,207.3,203.2,211.1,0,0,0,0,0,0,0,0,0,4.76035900232878,3.02260734154047,6.29227508696122,5.72618279665007,4.40625185571111,6.80732013768697,0,0,0
"20","0.5",30,10,13117.1,12867.3,13390.2,13184.9,12930,13430,241.8,235.9,247,242.2,239,245.1,0,0,0,0,0,0,0,0,0,15.0687086177356,13.4068706355384,17.0049275319911,16.8881610296094,15.4604727570394,18.1590452788243,0,0,0
"20","0.5",40,10,11313,10963.5,11677,11108,10892.5,11335,271.5,267.3,275.5,268.4,263,273.7,0,0,0,0,0,0,0,0,0,12.3651919397118,10.3897368707087,13.9695462262574,10.8533334180611,8.43196380572111,13.0603746159195,0,0,0
"20","0.5",50,10,9761.6,9455.8,10134.8,9797.4,9508.2,10165.2,285.9,281.9,290.1,295.9,291.4,299.7,0,0,0,0,0,0,0,0,0,5.36694796544493,3.29780936815992,7.57023396615424,10.3310536027036,8.39375113200622,12.5751463247811,0,0,0
"20","0.5",60,10,9067.3,8810.8,9307.3,8488.4,8301.8,8692.8,305.5,300.6,310.6,309.1,305.8,311.9,0,0,0,0,0,0,0,0,0,6.89354099971625,4.85667707401049,8.85968735795425,4.50863871508801,2.83763103655005,6.06990747559247,0,0,0
"20","0.5",70,10,8133.4,7839.3,8376.7,8043.7,7833.3,8293.9,320.1,316.7,323.7,321.7,316.9,326.2,0,0,0,0,0,0,0,0,0,4.8319754981771,3.40575307311189,6.2243388618939,4.08481299623284,2.73836233245072,5.43719349403403,0,0,0
"20","0.5",80,10,7497.6,7301.5,7679.5,7576.9,7243.1,7875.1,327.9,324.2,331.6,323.9,316.7,331.8,0,0,0,0,0,0,0,0,0,2.45128062875635,1.13952384280596,3.53011873912851,0.686288528722902,-1.32422854865226,2.40762647919443,0,0,0
"20","0.5",90,10,7163.7,6916.3,7393.8,7351.6,6949.3,7789.3,334,328.3,339.4,328.2,321.9,333.8,0,0,0,0,0,0,0,0,0,1.87924859315927,-0.0286470082727446,3.36547992122354,1.41225286968027,-0.822187498774652,3.17036562646396,0,0,0
"20","0.5",100,10,6937.8,6696.3,7170,7231.3,6926.3,7571.7,332.3,327.8,336.7,333.4,326.1,340.3,0,0,0,0,0,0,0,0,0,-0.425624086186687,-2.76413712827954,1.68894090148503,1.61389569900886,-0.127858105003559,3.3743071268213,0,0,0
"20","0.5",110,10,7099.9,6877.4,7321.3,7149.5,6831.9,7470.7,334.4,328.7,340.5,332,325.2,338.4,0,0,0,0,0,0,0,0,0,0.645304841855953,-0.830727931632405,2.25453462860594,-0.317777113896466,-2.9627755705147,2.50071566313349,0,0,0
"20","0.5",120,10,7026.5,6784.1,7235.7,7124,6773.9,7490.4,333,330,336.6,330,324.2,337,0,0,0,0,0,0,0,0,0,-0.356605045633727,-1.94096021778145,1.43793278181319,-0.556654358687568,-2.21925852407832,1.2218323327149,0,0,0
"20","0.5",130,10,7063.5,6913.7,7232.6,7333.3,7034.7,7754,334.6,329,340.6,330.1,324.9,335.2,0,0,0,0,0,0,0,0,0,0.477756199480114,-0.90630621221649,1.95143224969902,0.0841132064389061,-1.570257806399,1.64161226509815,0,0,0
"20","0.5",140,10,6835.9,6563.3,7108.6,7158.7,6885.9,7460.1,331.6,326.5,337.9,328.4,322.9,334.1,0,0,0,0,0,0,0,0,0,-0.859312433224074,-2.47127834862973,0.783627780033274,-0.506061870171694,-1.81589990935371,0.604581160535722,0,0,0
"20","0.5",150,10,7081.5,6829.1,7341,7192.1,6883.4,7503.6,335.9,331.3,340.3,333.6,328.6,337.7,0,0,0,0,0,0,0,0,0,1.33961007583262,-0.093973121421984,2.75923357549582,1.64310592982083,-0.259869547557707,3.45586124205124,0,0,0
"20","0.5",160,10,6916.8,6620.4,7241.5,7051.7,6878.4,7261.3,334.7,330.3,339.2,329.6,323.7,335.4,0,0,0,0,0,0,0,0,0,-0.316997030606189,-2.22933121768675,1.33513520081871,-1.16150141093568,-3.04073723320557,0.591958853929068,0,0,0
